SampleId,ActualYear,Normalization,Modality,OwnYearSimilarity,OtherYearSimilarity,SimilarityGap,OwnYearWin
36,1394,AreaNormalized,Combined,0.9793280514607556,0.03277062582390842,0.9465574256368472,True
37,1394,AreaNormalized,Combined,0.9418628390032815,0.03583274279174079,0.9060300962115407,True
38,1404,AreaNormalized,Combined,0.7227422709620736,0.03975206245024002,0.6829902085118336,True
39,1394,AreaNormalized,Combined,0.9300405872413545,0.042412206718261625,0.8876283805230929,True
40,1394,AreaNormalized,Combined,0.9552695032543447,0.03642204779830111,0.9188474554560435,True
41,1404,AreaNormalized,Combined,0.9404296107609051,0.0360580555006648,0.9043715552602404,True
42,1404,AreaNormalized,Combined,0.961554192158514,0.0372000757012285,0.9243541164572855,True
43,1404,AreaNormalized,Combined,0.911887690478545,0.0297292900988181,0.8821584003797269,True
44,1404,AreaNormalized,Combined,0.9307497429133958,0.029951310735244752,0.9007984321781511,True
1,1394,MaxNormalized,250 nm,0.9686232247702136,0.016092262762521247,0.9525309620076923,True
3,1404,MaxNormalized,250 nm,0.7994910554157874,0.025112088241793548,0.7743789671739938,True
4,1394,MaxNormalized,250 nm,0.9932271992704377,0.004586686600768923,0.9886405126696688,True
5,1404,MaxNormalized,250 nm,0.9303026785951184,0.006333507950183485,0.9239691706449349,True
6,1404,MaxNormalized,250 nm,0.9212979237668676,0.00743598400433369,0.9138619397625339,True
7,1404,MaxNormalized,250 nm,0.9052053618143903,0.014583532189113175,0.8906218296252771,True
8,1404,MaxNormalized,250 nm,0.9105627106180191,0.0036756460084176085,0.9068870646096014,True
9,1394,MaxNormalized,250 nm,0.9613809038983975,0.006211101747479956,0.9551698021509175,True
10,1394,MaxNormalized,250 nm,0.9446230227568325,0.01781167502277861,0.9268113477340539,True
11,1404,MaxNormalized,250 nm,0.9560930450453569,0.01731825979794157,0.9387747852474153,True
12,1404,MaxNormalized,250 nm,0.7238483515218207,0.0027362894150098306,0.7211120621068109,True
13,1394,MaxNormalized,250 nm,0.9757276159708951,0.027735231494052777,0.9479923844768423,True
14,1404,MaxNormalized,250 nm,0.8728949141838731,0.022439983894698687,0.8504549302891744,True
15,1404,MaxNormalized,250 nm,0.8324842952709046,0.02291198599566053,0.809572309275244,True
16,1404,MaxNormalized,250 nm,0.8464883673938883,0.024358340743648347,0.8221300266502399,True
17,1404,MaxNormalized,250 nm,0.7189739287900679,0.020391615199524517,0.6985823135905435,True
18,1404,MaxNormalized,250 nm,0.9243990920475701,0.014641821118680698,0.9097572709288894,True
19,1404,MaxNormalized,250 nm,0.944206229361244,0.016013285878227937,0.9281929434830161,True
20,1394,MaxNormalized,250 nm,0.9723127409277732,0.020519934815252872,0.9517928061125204,True
21,1404,MaxNormalized,250 nm,0.3419393475455029,0.04333301022281613,0.2986063373226868,True
22,1404,MaxNormalized,250 nm,0.953837429303177,0.01637329668867807,0.937464132614499,True
23,1404,MaxNormalized,250 nm,0.9241338284710754,0.006531970751416485,0.9176018577196589,True
24,1394,MaxNormalized,250 nm,0.9306311470156594,0.010858310313030533,0.9197728367026289,True
26,1394,MaxNormalized,250 nm,0.7399992574585886,0.02380838377132185,0.7161908736872667,True
27,1394,MaxNormalized,250 nm,0.9558434081915885,0.0120950608556403,0.9437483473359483,True
28,1394,MaxNormalized,250 nm,0.9634071956553215,0.019153897766216878,0.9442532978891046,True
30,1404,MaxNormalized,250 nm,0.8902963404286105,0.003160286597899257,0.8871360538307113,True
31,1404,MaxNormalized,250 nm,0.9530394156854127,0.01897958852961907,0.9340598271557936,True
32,1404,MaxNormalized,250 nm,0.8945924604154841,0.004798120773743617,0.8897943396417405,True
33,1404,MaxNormalized,250 nm,0.8116670728314714,0.0030565358411107995,0.8086105369903607,True
34,1394,MaxNormalized,250 nm,0.9144549823958827,0.014119384045870167,0.9003355983500125,True
36,1394,MaxNormalized,250 nm,0.9927768939631957,0.009783212784169652,0.9829936811790261,True
37,1394,MaxNormalized,250 nm,0.8989136284383246,0.0060458770112094724,0.892867751427115,True
38,1404,MaxNormalized,250 nm,0.877427427515928,0.009856754557361421,0.8675706729585665,True
39,1394,MaxNormalized,250 nm,0.9769514069538685,0.02416377987395569,0.9527876270799128,True
40,1394,MaxNormalized,250 nm,0.985262852653871,0.014560677309373854,0.9707021753444972,True
41,1404,MaxNormalized,250 nm,0.9100040790763703,0.006902558704410763,0.9031015203719595,True
42,1404,MaxNormalized,250 nm,0.9230879576483654,0.005431016832008535,0.9176569408163568,True
43,1404,MaxNormalized,250 nm,0.912785135484831,0.0036827668830589732,0.909102368601772,True
44,1404,MaxNormalized,250 nm,0.9246342992098492,0.003136905771860945,0.9214973934379882,True
1,1394,MaxNormalized,308 nm,0.8031745396775167,0.16807035205753945,0.6351041876199772,True
3,1404,MaxNormalized,308 nm,0.8001683176878605,0.2570518747795194,0.543116442908341,True
4,1394,MaxNormalized,308 nm,0.7367792133543386,0.2750754241253484,0.4617037892289902,True
5,1404,MaxNormalized,308 nm,0.9537233229687748,0.24689913284554002,0.7068241901232348,True
6,1404,MaxNormalized,308 nm,0.8916888176766731,0.2655643271010477,0.6261244905756254,True
7,1404,MaxNormalized,308 nm,0.9371154431067645,0.41154291020150646,0.5255725329052581,True
8,1404,MaxNormalized,308 nm,0.8855640889954812,0.23388149946415168,0.6516825895313295,True
9,1394,MaxNormalized,308 nm,0.7301854835330996,0.27913416971410693,0.4510513138189927,True
10,1394,MaxNormalized,308 nm,0.8760937125214104,0.295759800623413,0.5803339118979974,True
11,1404,MaxNormalized,308 nm,0.9372989172728837,0.23909299263574024,0.6982059246371435,True
12,1404,MaxNormalized,308 nm,0.6946112558250399,0.23179913731662624,0.46281211850841364,True
13,1394,MaxNormalized,308 nm,0.8438134730473953,0.24581604355587097,0.5979974294915243,True
14,1404,MaxNormalized,308 nm,0.7761507585803005,0.29701607111920536,0.4791346874610951,True
15,1404,MaxNormalized,308 nm,0.8370188978097094,0.2607047104410425,0.5763141873686669,True
16,1404,MaxNormalized,308 nm,0.8514568928954644,0.26584238139342775,0.5856145115020367,True
17,1404,MaxNormalized,308 nm,0.9411584865917417,0.2226165645681286,0.7185419220236131,True
18,1404,MaxNormalized,308 nm,0.7253717901045739,0.29551382328515613,0.42985796681941774,True
19,1404,MaxNormalized,308 nm,0.854693336421167,0.2457391318858694,0.6089542045352976,True
20,1394,MaxNormalized,308 nm,0.794189673410873,0.17544979921420745,0.6187398741966655,True
21,1404,MaxNormalized,308 nm,0.84707434139363,0.2953000702344096,0.5517742711592204,True
22,1404,MaxNormalized,308 nm,0.9096940899947195,0.3182583898129069,0.5914357001818126,True
23,1404,MaxNormalized,308 nm,0.835276235751275,0.18736651671501164,0.6479097190362633,True
24,1394,MaxNormalized,308 nm,0.6374301228030023,0.24686780585201346,0.3905623169509888,True
26,1394,MaxNormalized,308 nm,0.5906645955101938,0.36401219246463073,0.22665240304556306,True
27,1394,MaxNormalized,308 nm,0.2897715937612086,0.06394642995732898,0.22582516380387962,True
28,1394,MaxNormalized,308 nm,0.5579450269192419,0.13844175348827117,0.4195032734309707,True
30,1404,MaxNormalized,308 nm,0.9227341380849522,0.2581586399464626,0.6645754981384896,True
31,1404,MaxNormalized,308 nm,0.9088954728450369,0.2571898342625714,0.6517056385824656,True
32,1404,MaxNormalized,308 nm,0.7700817747414038,0.22075344113435,0.5493283336070538,True
33,1404,MaxNormalized,308 nm,0.9077110398317138,0.22079640702935083,0.686914632802363,True
34,1394,MaxNormalized,308 nm,0.8037105748997573,0.26615886831646085,0.5375517065832964,True
36,1394,MaxNormalized,308 nm,0.806833263750606,0.1457793058686916,0.6610539578819145,True
37,1394,MaxNormalized,308 nm,0.7945844072792441,0.1424248087155266,0.6521595985637174,True
38,1404,MaxNormalized,308 nm,0.6612842031577175,0.25132197789295063,0.4099622252647669,True
39,1394,MaxNormalized,308 nm,0.6736710691890025,0.14238065108339673,0.5312904181056058,True
40,1394,MaxNormalized,308 nm,0.6736710691890024,0.14238065108339673,0.5312904181056057,True
41,1404,MaxNormalized,308 nm,0.9392135339935265,0.26165524906516,0.6775582849283664,True
42,1404,MaxNormalized,308 nm,0.9396145503253521,0.287347816775157,0.6522667335501952,True
43,1404,MaxNormalized,308 nm,0.9174562687886063,0.23709139163928736,0.6803648771493189,True
44,1404,MaxNormalized,308 nm,0.9542116129339856,0.2350136112760083,0.7191980016579773,True
1,1394,MaxNormalized,440 nm,0.8214933157461024,0.04656514823534439,0.774928167510758,True
3,1404,MaxNormalized,440 nm,0.6298075324392022,0.02610750539620709,0.6037000270429951,True
4,1394,MaxNormalized,440 nm,0.9908255712660722,0.03293291555158209,0.9578926557144901,True
5,1404,MaxNormalized,440 nm,0.9730328218133777,0.01989416073316259,0.953138661080215,True
6,1404,MaxNormalized,440 nm,0.9455684929393757,0.023881540359286097,0.9216869525800896,True
7,1404,MaxNormalized,440 nm,0.9419799591062495,0.027368935914343157,0.9146110231919063,True
8,1404,MaxNormalized,440 nm,0.9576960504609162,0.01964435171686382,0.9380516987440524,True
9,1394,MaxNormalized,440 nm,0.9450792672828859,0.017904435802681393,0.9271748314802045,True
10,1394,MaxNormalized,440 nm,0.944405703833438,0.023895702250170854,0.9205100015832671,True
11,1404,MaxNormalized,440 nm,0.8968887986336336,0.02095766793384869,0.8759311306997849,True
12,1404,MaxNormalized,440 nm,0.726926477702761,0.019226706434862104,0.7076997712678988,True
13,1394,MaxNormalized,440 nm,0.9831938693226759,0.030968352258925094,0.9522255170637508,True
14,1404,MaxNormalized,440 nm,0.7520248778966,0.02175819752668645,0.7302666803699136,True
15,1404,MaxNormalized,440 nm,0.6556888137651515,0.02568406783696371,0.6300047459281878,True
16,1404,MaxNormalized,440 nm,0.7162590647094934,0.02395823122166675,0.6923008334878267,True
17,1404,MaxNormalized,440 nm,0.9574139781147684,0.019764171674406524,0.9376498064403619,True
18,1404,MaxNormalized,440 nm,0.7986047571705376,0.023149816740294732,0.7754549404302429,True
19,1404,MaxNormalized,440 nm,0.9473346313818364,0.021297913904288118,0.9260367174775482,True
20,1394,MaxNormalized,440 nm,0.9786165508939264,0.015235796014677404,0.963380754879249,True
21,1404,MaxNormalized,440 nm,0.24931774845993696,0.06899664195693658,0.18032110650300037,True
22,1404,MaxNormalized,440 nm,0.8467461701481088,0.02687987072704149,0.8198662994210674,True
23,1404,MaxNormalized,440 nm,0.9008446141555514,0.017978564982252993,0.8828660491732984,True
24,1394,MaxNormalized,440 nm,0.8813627143480892,0.023603499221198136,0.8577592151268911,True
26,1394,MaxNormalized,440 nm,0.9339331918530102,0.023649944052599067,0.9102832478004111,True
27,1394,MaxNormalized,440 nm,0.9899439260817806,0.025563334696100393,0.9643805913856802,True
28,1394,MaxNormalized,440 nm,0.9945212337388796,0.026692214870207277,0.9678290188686723,True
30,1404,MaxNormalized,440 nm,0.9204153678959495,0.021137759708057376,0.899277608187892,True
31,1404,MaxNormalized,440 nm,0.8878257148927691,0.020182232030491024,0.867643482862278,True
32,1404,MaxNormalized,440 nm,0.8617463894717795,0.022709115770521218,0.8390372737012582,True
33,1404,MaxNormalized,440 nm,0.8620642240612106,0.023392359447751407,0.8386718646134592,True
34,1394,MaxNormalized,440 nm,0.9851831321547728,0.030159765012907354,0.9550233671418654,True
36,1394,MaxNormalized,440 nm,0.9949163856408534,0.02355661142509817,0.9713597742157553,True
37,1394,MaxNormalized,440 nm,0.9870931496444177,0.030364676379499692,0.9567284732649181,True
38,1404,MaxNormalized,440 nm,0.6793406590178733,0.026287213702422582,0.6530534453154507,True
39,1394,MaxNormalized,440 nm,0.944933523029457,0.0325118728840473,0.9124216501454097,True
40,1394,MaxNormalized,440 nm,0.977987886805526,0.029179507340380828,0.9488083794651452,True
41,1404,MaxNormalized,440 nm,0.9509854374688101,0.021841765905122212,0.9291436715636879,True
42,1404,MaxNormalized,440 nm,0.9781436896712182,0.020290003135307294,0.957853686535911,True
43,1404,MaxNormalized,440 nm,0.9079407666506679,0.016898105408607943,0.89104266124206,True
44,1404,MaxNormalized,440 nm,0.9231306782154517,0.017853668927605496,0.9052770092878462,True
1,1394,MaxNormalized,Combined,0.8608757333656011,0.08461781202840826,0.7762579213371928,True
3,1404,MaxNormalized,Combined,0.7480962679586123,0.09293000423858838,0.655166263720024,True
4,1394,MaxNormalized,Combined,0.9043599737668692,0.09949744092220432,0.8048625328446648,True
5,1404,MaxNormalized,Combined,0.9431005038874184,0.11576875877867865,0.8273317451087397,True
6,1404,MaxNormalized,Combined,0.9139336658806362,0.12159455708169829,0.7923391087989379,True
7,1404,MaxNormalized,Combined,0.9190259649539572,0.18808068850784207,0.7309452764461151,True
8,1404,MaxNormalized,Combined,0.9121316686786064,0.08687843233326534,0.8252532363453411,True
9,1394,MaxNormalized,Combined,0.8246295918418975,0.13916838424838648,0.685461207593511,True
10,1394,MaxNormalized,Combined,0.8878081741110234,0.15054350839651684,0.7372646657145066,True
11,1404,MaxNormalized,Combined,0.9312653755739944,0.0931643753691092,0.8381010002048852,True
12,1404,MaxNormalized,Combined,0.7118933352846976,0.10335466047572135,0.6085386748089762,True
13,1394,MaxNormalized,Combined,0.888203721626727,0.133855581466945,0.754348140159782,True
14,1404,MaxNormalized,Combined,0.8014379698879188,0.09264743036531375,0.7087905395226051,True
15,1404,MaxNormalized,Combined,0.7810274650427054,0.09687556119602944,0.6841519038466759,True
16,1404,MaxNormalized,Combined,0.8101328081377567,0.10065060349226729,0.7094822046454894,True
17,1404,MaxNormalized,Combined,0.8569376527236013,0.09177835211528675,0.7651593006083146,True
18,1404,MaxNormalized,Combined,0.8232080133226075,0.1241834483801768,0.6990245649424307,True
19,1404,MaxNormalized,Combined,0.913877218075436,0.08756705440234827,0.8263101636730877,True
20,1394,MaxNormalized,Combined,0.8641760243573848,0.09879423630490464,0.7653817880524802,True
21,1404,MaxNormalized,Combined,0.44428660945273224,0.1165636381915995,0.32772297126113276,True
22,1404,MaxNormalized,Combined,0.9034545254451408,0.10549903678453133,0.7979554886606095,True
23,1404,MaxNormalized,Combined,0.8801209457847085,0.08981679485458018,0.7903041509301283,True
24,1394,MaxNormalized,Combined,0.7800422778401938,0.11834320456871728,0.6616990732714765,True
26,1394,MaxNormalized,Combined,0.6978148804839629,0.18592690997258005,0.5118879705113828,True
27,1394,MaxNormalized,Combined,0.7326741852632527,0.03896967892798076,0.6937045063352719,True
28,1394,MaxNormalized,Combined,0.8211464260518667,0.07142234420862226,0.7497240818432445,True
30,1404,MaxNormalized,Combined,0.904861783381718,0.10087112160136728,0.8039906617803507,True
31,1404,MaxNormalized,Combined,0.9142046383477122,0.08585687276000614,0.8283477655877061,True
32,1404,MaxNormalized,Combined,0.8384752134064066,0.0790135245277666,0.7594616888786401,True
33,1404,MaxNormalized,Combined,0.8548835995333606,0.08711475688213792,0.7677688426512227,True
34,1394,MaxNormalized,Combined,0.8935761172372307,0.11085200950170984,0.7827241077355209,True
36,1394,MaxNormalized,Combined,0.9143187953909683,0.06879751144414835,0.8455212839468199,True
37,1394,MaxNormalized,Combined,0.8829863965547402,0.06801913893880152,0.8149672576159387,True
38,1404,MaxNormalized,Combined,0.7500374008353317,0.10756989192757489,0.6424675089077567,True
39,1394,MaxNormalized,Combined,0.8539354026834298,0.07446660102943096,0.7794688016539989,True
40,1394,MaxNormalized,Combined,0.8632287233863357,0.07113815639570757,0.7920905669906282,True
41,1404,MaxNormalized,Combined,0.9264683567582296,0.12088758056700756,0.805580776191222,True
42,1404,MaxNormalized,Combined,0.9422921248402271,0.11244833660847245,0.8298437882317546,True
43,1404,MaxNormalized,Combined,0.9080111208438528,0.10976693325342639,0.7982441875904265,True
44,1404,MaxNormalized,Combined,0.9322789248974203,0.10219311960110836,0.8300858052963119,True
1,1394,SNV,250 nm,0.9675045369357009,0.015037937474784463,0.9524665994609165,True
3,1404,SNV,250 nm,0.7818936422046401,0.024977842160072934,0.7569158000445672,True
4,1394,SNV,250 nm,0.9937459608423821,0.003680539372912146,0.99006542146947,True
5,1404,SNV,250 nm,0.9365215400735002,0.006205643032594878,0.9303158970409053,True
6,1404,SNV,250 nm,0.9327644291752631,0.007331468603106117,0.9254329605721571,True
7,1404,SNV,250 nm,0.9128534914419808,0.014452086503516258,0.8984014049384645,True
8,1404,SNV,250 nm,0.9184587546326269,0.00358848268360358,0.9148702719490234,True
9,1394,SNV,250 nm,0.9628293212714958,0.005241759507601969,0.9575875617638938,True
10,1394,SNV,250 nm,0.946347809715413,0.01645047341055623,0.9298973363048567,True
11,1404,SNV,250 nm,0.9488618868742754,0.017242039539404314,0.9316198473348711,True
12,1404,SNV,250 nm,0.7297529371478628,0.0026525714061559564,0.7271003657417069,True
13,1394,SNV,250 nm,0.976815719477804,0.026282830812564866,0.9505328886652391,True
14,1404,SNV,250 nm,0.8576459118196178,0.022323135482275526,0.8353227763373423,True
15,1404,SNV,250 nm,0.8163172383845027,0.022783703058835588,0.7935335353256671,True
16,1404,SNV,250 nm,0.8295690341001017,0.02422832541737999,0.8053407086827218,True
17,1404,SNV,250 nm,0.7099412082659082,0.020342438343923023,0.6895987699219852,True
18,1404,SNV,250 nm,0.9275334652183891,0.01449831791524553,0.9130351473031435,True
19,1404,SNV,250 nm,0.9402342271446658,0.015941878100037922,0.9242923490446279,True
20,1394,SNV,250 nm,0.9717650336882386,0.019298776967996818,0.9524662567202418,True
21,1404,SNV,250 nm,0.33195419382345825,0.04313455635657351,0.28881963746688477,True
22,1404,SNV,250 nm,0.9454919709745254,0.01629256918781225,0.9291994017867131,True
23,1404,SNV,250 nm,0.9364087688521903,0.0064227845068786805,0.9299859843453115,True
24,1394,SNV,250 nm,0.9326925972557044,0.009520870752752457,0.923171726502952,True
26,1394,SNV,250 nm,0.736376406206507,0.022602218630050592,0.7137741875764564,True
27,1394,SNV,250 nm,0.9542866114672325,0.010914930673233602,0.9433716807939989,True
28,1394,SNV,250 nm,0.961932023926055,0.017996246629886484,0.9439357772961685,True
30,1404,SNV,250 nm,0.9025609954702728,0.0030748082600671185,0.8994861872102057,True
31,1404,SNV,250 nm,0.9454808103297601,0.018908883065249623,0.9265719272645104,True
32,1404,SNV,250 nm,0.9089980354463885,0.004708863952644967,0.9042891714937435,True
33,1404,SNV,250 nm,0.8207212921673298,0.002963870651122612,0.8177574215162072,True
34,1394,SNV,250 nm,0.9123028160268969,0.013063479609567104,0.8992393364173298,True
36,1394,SNV,250 nm,0.9932436834078948,0.00860553356311283,0.984638149844782,True
37,1394,SNV,250 nm,0.9011854105554729,0.005002320407603201,0.8961830901478697,True
38,1404,SNV,250 nm,0.8785892559579808,0.009759939622138482,0.8688293163358423,True
39,1394,SNV,250 nm,0.9775078526131824,0.022929190730191368,0.954578661882991,True
40,1394,SNV,250 nm,0.98586001698857,0.013516477707082857,0.9723435392814871,True
41,1404,SNV,250 nm,0.9131680161361319,0.006767131102067554,0.9064008850340644,True
42,1404,SNV,250 nm,0.9306273828743248,0.005323958086844292,0.9253034247874805,True
43,1404,SNV,250 nm,0.9261895657276885,0.003567485765980153,0.9226220799617083,True
44,1404,SNV,250 nm,0.937260634072377,0.0030331919432839997,0.934227442129093,True
1,1394,SNV,308 nm,0.8158118180213972,0.1695694980603726,0.6462423199610247,True
3,1404,SNV,308 nm,0.8074909053149979,0.2507198407524383,0.5567710645625596,True
4,1394,SNV,308 nm,0.7412929211366953,0.2779214427613701,0.4633714783753252,True
5,1404,SNV,308 nm,0.9521111418331045,0.23867726526384522,0.7134338765692593,True
6,1404,SNV,308 nm,0.8832041438651985,0.2558680149803089,0.6273361288848895,True
7,1404,SNV,308 nm,0.937228694180628,0.40088485669274765,0.5363438374878804,True
8,1404,SNV,308 nm,0.8870546601810497,0.22535683268527115,0.6616978274957785,True
9,1394,SNV,308 nm,0.7038955825042397,0.2789183590300507,0.424977223474189,True
10,1394,SNV,308 nm,0.8566377150612214,0.29563199054816997,0.5610057245130515,True
11,1404,SNV,308 nm,0.9407841948786707,0.2315129512174455,0.7092712436612252,True
12,1404,SNV,308 nm,0.6824256041396448,0.22078786482728738,0.4616377393123574,True
13,1394,SNV,308 nm,0.8341634147138176,0.2467548462872789,0.5874085684265387,True
14,1404,SNV,308 nm,0.7890410123748782,0.2900230673184195,0.49901794505645874,True
15,1404,SNV,308 nm,0.8441410172981194,0.2539192670412939,0.5902217502568254,True
16,1404,SNV,308 nm,0.8577383428738253,0.25883552611772764,0.5989028167560977,True
17,1404,SNV,308 nm,0.9376816544478264,0.21369066505842868,0.7239909893893977,True
18,1404,SNV,308 nm,0.716921358685204,0.28472263388139113,0.4321987248038129,True
19,1404,SNV,308 nm,0.8617818307945936,0.23917634512602642,0.6226054856685672,True
20,1394,SNV,308 nm,0.7805867178927144,0.17523827306779519,0.6053484448249192,True
21,1404,SNV,308 nm,0.8580374254437272,0.28779119578227125,0.5702462296614559,True
22,1404,SNV,308 nm,0.9175247242047609,0.3100909020308737,0.6074338221738873,True
23,1404,SNV,308 nm,0.8241992926969088,0.1790217441992565,0.6451775484976523,True
24,1394,SNV,308 nm,0.6232850109643769,0.24511467511125287,0.3781703358531241,True
26,1394,SNV,308 nm,0.5652837955178808,0.36473337165811426,0.2005504238597665,True
27,1394,SNV,308 nm,0.2960551371463061,0.06133635636707603,0.23471878077923009,True
28,1394,SNV,308 nm,0.5479987528722525,0.1354694284110116,0.4125293244612409,True
30,1404,SNV,308 nm,0.9253901068186935,0.24918785727105494,0.6762022495476385,True
31,1404,SNV,308 nm,0.9171166571074194,0.2488101714439734,0.668306485663446,True
32,1404,SNV,308 nm,0.7649349700140059,0.2114325981160687,0.5535023718979372,True
33,1404,SNV,308 nm,0.9037855897436734,0.21145847306375543,0.692327116679918,True
34,1394,SNV,308 nm,0.8214828294949814,0.2689071931851948,0.5525756363097867,True
36,1394,SNV,308 nm,0.8314769440969365,0.14705706486498174,0.6844198792319548,True
37,1394,SNV,308 nm,0.8191187394680359,0.14364294908186587,0.6754757903861701,True
38,1404,SNV,308 nm,0.6515579421859748,0.24107968090393228,0.41047826128204257,True
39,1394,SNV,308 nm,0.6985251818505633,0.14274463208889207,0.5557805497616712,True
40,1394,SNV,308 nm,0.6985251818505633,0.14274463208889207,0.5557805497616712,True
41,1404,SNV,308 nm,0.9393685863729347,0.25380978559522827,0.6855588007777065,True
42,1404,SNV,308 nm,0.9462935277105454,0.27949264235337584,0.6668008853571696,True
43,1404,SNV,308 nm,0.9105651816990273,0.22763742173541274,0.6829277599636145,True
44,1404,SNV,308 nm,0.9502534556427925,0.2260821830264071,0.7241712726163854,True
1,1394,SNV,440 nm,0.8205913333129985,0.045955170659932376,0.7746361626530661,True
3,1404,SNV,440 nm,0.6291773489403338,0.025907768510286776,0.6032695804300471,True
4,1394,SNV,440 nm,0.9908801511242151,0.0327319488476289,0.9581482022765863,True
5,1404,SNV,440 nm,0.9747755396131623,0.019751442543712215,0.9550240970694501,True
6,1404,SNV,440 nm,0.9473470181671624,0.02377591223046473,0.9235711059366977,True
7,1404,SNV,440 nm,0.9438520377168695,0.027254586249029905,0.9165974514678397,True
8,1404,SNV,440 nm,0.9596949395217874,0.019523830843858683,0.9401711086779287,True
9,1394,SNV,440 nm,0.9454810569447205,0.017776366293972924,0.9277046906507476,True
10,1394,SNV,440 nm,0.9447606922316971,0.02376959629344188,0.9209910959382552,True
11,1404,SNV,440 nm,0.8993946912240849,0.020807258329318238,0.8785874328947666,True
12,1404,SNV,440 nm,0.7231237667348913,0.019182819655113603,0.7039409470797777,True
13,1394,SNV,440 nm,0.9834584414880493,0.03074441107555345,0.9527140304124958,True
14,1404,SNV,440 nm,0.7526113127468653,0.02158923046689563,0.7310220822799697,True
15,1404,SNV,440 nm,0.6552626538113085,0.025488831467062247,0.6297738223442463,True
16,1404,SNV,440 nm,0.716698648474924,0.023775790785330316,0.6929228576895937,True
17,1404,SNV,440 nm,0.9587718912749922,0.019670914446930202,0.9391009768280619,True
18,1404,SNV,440 nm,0.7945619005868297,0.023067037995485307,0.7714948625913445,True
19,1404,SNV,440 nm,0.9497656341039684,0.021163765206379987,0.9286018688975884,True
20,1394,SNV,440 nm,0.9790965855496913,0.015089683399858885,0.9640069021498324,True
21,1404,SNV,440 nm,0.24520118705527064,0.06852228411022099,0.17667890294504965,True
22,1404,SNV,440 nm,0.8486063726108084,0.026707594070566627,0.8218987785402417,True
23,1404,SNV,440 nm,0.901277506719556,0.01790138189715248,0.8833761248224035,True
24,1394,SNV,440 nm,0.8813925265289679,0.023428952324937614,0.8579635742040304,True
26,1394,SNV,440 nm,0.9334246479407187,0.023262463411542655,0.910162184529176,True
27,1394,SNV,440 nm,0.9897726687130423,0.025202896598359618,0.9645697721146826,True
28,1394,SNV,440 nm,0.9945298778958349,0.026386630350042444,0.9681432475457925,True
30,1404,SNV,440 nm,0.9194249122351407,0.021035546140058703,0.8983893660950819,True
31,1404,SNV,440 nm,0.8900444414790416,0.020034682516077658,0.870009758962964,True
32,1404,SNV,440 nm,0.8599501867231025,0.022625836311571872,0.8373243504115306,True
33,1404,SNV,440 nm,0.8604424545642578,0.023344270041715777,0.837098184522542,True
34,1394,SNV,440 nm,0.9851345331657257,0.029770811780787245,0.9553637213849385,True
36,1394,SNV,440 nm,0.9950897153129431,0.02329302738952651,0.9717966879234166,True
37,1394,SNV,440 nm,0.9872299215945362,0.03010662070741671,0.9571233008871194,True
38,1404,SNV,440 nm,0.6742393312451027,0.02622516099973033,0.6480141702453723,True
39,1394,SNV,440 nm,0.9446508307210589,0.03205840129646158,0.9125924294245974,True
40,1394,SNV,440 nm,0.9780445486984312,0.02882294818330792,0.9492216005151233,True
41,1404,SNV,440 nm,0.9530473199271952,0.02168136326677696,0.9313659566604182,True
42,1404,SNV,440 nm,0.97947612850204,0.020151761815845676,0.9593243666861944,True
43,1404,SNV,440 nm,0.9083304187206974,0.01681795157330082,0.8915124671473966,True
44,1404,SNV,440 nm,0.9236820463464419,0.01776994456800199,0.90591210177844,True
1,1394,SNV,Combined,0.8650541075133319,0.0771868026936025,0.7878673048197294,True
3,1404,SNV,Combined,0.7406996825776058,0.0858810706516372,0.6548186119259686,True
4,1394,SNV,Combined,0.9162915085720008,0.10557236803999336,0.8107191405320074,True
5,1404,SNV,Combined,0.9541032189320331,0.07366486038826822,0.8804383585437648,True
6,1404,SNV,Combined,0.9206812679201969,0.08015972423545321,0.8405215436847436,True
7,1404,SNV,Combined,0.9310376244321237,0.12302276663665253,0.8080148577954711,True
8,1404,SNV,Combined,0.9211741664660905,0.06905661498460404,0.8521175514814865,True
9,1394,SNV,Combined,0.8786297903282241,0.10156619312100254,0.7770635972072215,True
10,1394,SNV,Combined,0.9135767957501961,0.11293098369885744,0.8006458120513387,True
11,1404,SNV,Combined,0.9299073797165333,0.07608025812016839,0.8538271215963649,True
12,1404,SNV,Combined,0.7115443884075328,0.06736669997705545,0.6441776884304773,True
13,1394,SNV,Combined,0.9325226882202124,0.1020433182408243,0.8304793699793882,True
14,1404,SNV,Combined,0.8002128503434288,0.0939408041484773,0.7062720461949515,True
15,1404,SNV,Combined,0.7731545980324177,0.08580282105006728,0.6873517769823504,True
16,1404,SNV,Combined,0.8022072509774255,0.08702235169367055,0.715184899283755,True
17,1404,SNV,Combined,0.8676127653375666,0.07198156367216614,0.7956312016654005,True
18,1404,SNV,Combined,0.8131317140398276,0.09024271823331437,0.7228889958065132,True
19,1404,SNV,Combined,0.9167673838533881,0.077806478980517,0.8389609048728711,True
20,1394,SNV,Combined,0.9147003651651455,0.07048638009562293,0.8442139850695226,True
21,1404,SNV,Combined,0.4809872089854263,0.11786399224087746,0.36312321674454884,True
22,1404,SNV,Combined,0.9043971297911827,0.0990396126394011,0.8053575171517816,True
23,1404,SNV,Combined,0.887024628510696,0.05700914611415925,0.8300154823965367,True
